policy,episode,total_reward,episode_length,mean_reward,completion_rate,engagement_rate,episode_rewards,final_active_agents
Random,0,275.4574869,438,0.628898372,1,1,"[0.4303113225251973, 0.43369308497760783, 0.43286986611848793, 0.43239522588821216, 0.4352122925672982, 0.4354241944730893, 0.43745145586850226, 0.43753573148879416, 0.43737762699595595, 0.4385046304469099, 0.44039246419529376, 0.440902680666546, 0.4436637382917852, 0.4453394127709637, 0.44565184979561284, 0.4463260307723124, 0.4463841047112809, 0.4484853789944179, 0.4504760005438124, 0.45224118670020447, 0.45358491488016156, 0.4548623631952986, 0.4561933600208589, 0.45840638079346685, 0.45958404570206046, 0.46169029524477034, 0.4627003445433574, 0.46416238305255497, 0.4640951518396088, 0.4652864522328183, 0.46639426635243175, 0.4663085492943009, 0.4670414004193495, 0.46930042059743293, 0.46998125248921263, 0.4697857215022219, 0.47145791102216117, 0.47152017934273843, 0.4726344491883764, 0.4741639315914978, 0.47473379678827665, 0.47507168961696705, 0.4749992813690281, 0.47534131939903174, 0.47765789451707674, 0.4793573523847761, 0.4796904893950905, 0.48096100886793225, 0.48067222290968775, 0.481231913495604, 0.48260689582958705, 0.4842218663079688, 0.4872291886548074, 0.488170028924414, 0.4882232953197669, 0.4890016105047173, 0.4890789403084408, 0.4905391739720268, 0.49219811328129504, 0.49350564829151555, 0.49493644182496294, 0.4962705807811926, 0.49847483770438605, 0.49890746712456097, 0.5003994879967653, 0.5018232299908865, 0.503074129398325, 0.5037643456709058, 0.5041281459964733, 0.5051670136678539, 0.5071521103563088, 0.5076955869033828, 0.5074936019978165, 0.5076593470174792, 0.5101176226334023, 0.5131828611633213, 0.5145322368734209, 0.5149594973302491, 0.5153543241588212, 0.515241491964168, 0.5158875509337051, 0.5170257802613175, 0.518047501007087, 0.5192552463895036, 0.5194629281571824, 0.5211593523053492, 0.522305316053004, 0.5230560507908506, 0.524906196833677, 0.5260432544038868, 0.5271444063002098, 0.5281516118591855, 0.5282445933335745, 0.5300937643115866, 0.5300933291620277, 0.5303225457147989, 0.5322615685008987, 0.5342199524657053, 0.536557338019158, 0.5366268114871148, 0.5386193966363628, 0.5389016016629292, 0.539909213612913, 0.5416298547616374, 0.5417117328310688, 0.5417072395986846, 0.5424811305706843, 0.5431077301817485, 0.5445110281796177, 0.5461063502741417, 0.5461230299104247, 0.5473807990018789, 0.5478043930787809, 0.5485084273776762, 0.5502179507337248, 0.5512240864164848, 0.5518944539442509, 0.5528730938574201, 0.5547179284071089, 0.5556189073728672, 0.5566384516225603, 0.556498225277136, 0.5571300211603895, 0.557713580586519, 0.5577067577206236, 0.5588438137076998, 0.5603098941136697, 0.5619700779089566, 0.5626123851303592, 0.5640363832514759, 0.5650767753689656, 0.5659464911411017, 0.5681471578704725, 0.5688052595746574, 0.568836077603731, 0.5700014059213252, 0.5709517890716904, 0.5721961537077439, 0.5725104712549648, 0.5730776656034765, 0.5732246524359161, 0.574195771374824, 0.5750970249156341, 0.5756645686632419, 0.5760599725860662, 0.5766282818568395, 0.576553409467657, 0.5765563984436056, 0.577962641719981, 0.579476221454859, 0.5805940887258414, 0.580902212093817, 0.5820355239789629, 0.5828849650863871, 0.5839701167386583, 0.5859747743809307, 0.5869283012887908, 0.588156089137128, 0.5884249564538409, 0.5889299083521449, 0.5898837130796232, 0.5903867585224107, 0.5907228018438038, 0.5922010840297726, 0.5941443655718279, 0.5944132852724996, 0.5952163074754441, 0.5958878353316168, 0.597947025795737, 0.5994906635940812, 0.6009976585771697, 0.6011933670952202, 0.6021919175804631, 0.6033977170228932, 0.6054008066723147, 0.605799504516602, 0.6078832268804237, 0.6088009598861104, 0.6097242340655415, 0.6105436194993674, 0.6107638956787371, 0.6106838788577189, 0.6120668049765123, 0.6125187195347502, 0.6140879623171499, 0.6151941303602023, 0.6153736325898042, 0.617016167120059, 0.6172124574475596, 0.617559411802167, 0.6176645646048923, 0.6175273765909833, 0.6174895695946219, 0.6183134798569131, 0.6184622574686907, 0.6194723340645052, 0.6209487582490825, 0.6217772286328955, 0.6221999765563216, 0.6229496602548051, 0.6241835262393538, 0.6250269455476362, 0.6264353043782035, 0.6270402728624205, 0.6271809537183396, 0.6274241398880828, 0.6278796819504189, 0.6291450715119058, 0.6303836130466033, 0.6313361418006042, 0.6317216312256488, 0.6339113615104737, 0.6341488790998115, 0.6343993788747205, 0.635107073306564, 0.6352586133627284, 0.6358090527558131, 0.6365889484504473, 0.6374001855798771, 0.6373513435679826, 0.6377642548329384, 0.638851587394003, 0.639425528938228, 0.6395088462280838, 0.6404207147184005, 0.6417743638568814, 0.641711482313481, 0.6421830214284792, 0.6432083383757481, 0.643372183343369, 0.6446657328324449, 0.6453882430878584, 0.6461881034470889, 0.6474414577929541, 0.6479176264786888, 0.648957716484803, 0.6497819652107657, 0.6498100247838213, 0.6512442040938694, 0.6518633602713363, 0.6524798707524461, 0.6528867591483534, 0.6538290667818251, 0.6549893543102346, 0.6550264270184659, 0.6560721965480255, 0.6565635288204305, 0.657679111384943, 0.6577053987979171, 0.6578837166452101, 0.6573036455943527, 0.6581548670049839, 0.6589205481620218, 0.6594330063546825, 0.660287640055574, 0.6606991423691325, 0.6617384672385018, 0.6629973067419432, 0.6639585087961872, 0.6643631884585421, 0.665179640106664, 0.6659118185056648, 0.6674856924342173, 0.6679658373509914, 0.6691428910311122, 0.6701010748220592, 0.6710794182792112, 0.6715298133202909, 0.6717340657432187, 0.6728716894038955, 0.6736800923229327, 0.6749549457323347, 0.6758239421315864, 0.6777040207133982, 0.679352362507773, 0.6799458319139181, 0.6802046879302218, 0.6806196626963692, 0.6808339467244278, 0.6823705745422572, 0.6831887218357957, 0.6836251957436457, 0.68403339916592, 0.6849422604188594, 0.6855080435706754, 0.6865166199376281, 0.687458864961227, 0.6886071948937237, 0.6887440722510036, 0.6892406912752097, 0.6897696599302036, 0.6905290060357739, 0.692043268258025, 0.6922115596615495, 0.6922167852665155, 0.6933378034165106, 0.6943775712799161, 0.6951664729093154, 0.6970454254306048, 0.6982414342667183, 0.6984168450151625, 0.6985474196041733, 0.6993577274965151, 0.7001790809632998, 0.7012666629717358, 0.701448179430067, 0.7019570425517664, 0.7027365686069516, 0.7034396730379912, 0.7051523825633239, 0.7062040323598974, 0.7072285744384389, 0.708129246957383, 0.7074499040143781, 0.7084625300111922, 0.7088307871103612, 0.7095001600241456, 0.7096388735407151, 0.7105568333555206, 0.7114846692043154, 0.7120465079215326, 0.7119891192358017, 0.7125773139452652, 0.7131271228083598, 0.7141922305978271, 0.7154560941267295, 0.7157057958982714, 0.7161190183204059, 0.7169129248940173, 0.7183346550614513, 0.7184622382519402, 0.7197887856107276, 0.7196688631864356, 0.7203846848609584, 0.720748746977175, 0.7221451795052838, 0.7229021656063096, 0.7231605895603491, 0.724569917613137, 0.7251406919432557, 0.7260962707673927, 0.7270386545225339, 0.7282118725472547, 0.7285093932303365, 0.729673242224104, 0.7303110518860588, 0.7313027247807794, 0.7324808929971479, 0.7331567343101373, 0.7337442436349866, 0.7335810260185305, 0.7346502411733002, 0.7361527015396789, 0.736858958237657, 0.7372986853086227, 0.7383481331061127, 0.7391718013663312, 0.7399774975092198, 0.7409884438655542, 0.7419035593665955, 0.7421432105969186, 0.7436166413147464, 0.7440820191522698, 0.744958993401166, 0.7451317957084032, 0.7462278769633711, 0.7477861248351615, 0.7475603252632826, 0.7485666920553836, 0.7491260683198844, 0.7500770831272396, 0.7512940968551618, 0.7510106777077286, 0.7516875402400438, 0.7525267025352357, 0.754477363087215, 0.7550358587291922, 0.7546963878251064, 0.7566347363864501, 0.7572708924699736, 0.757810659545461, 0.7576997127244929, 0.7572829366368019, 0.7566793570557107, 0.756935974630415, 0.7574613064054179, 0.7586259839617155, 0.7595605095037528, 0.7594323153982634, 0.7601522830945461, 0.7610675549838444, 0.7628005194032107, 0.7643551290729801, 0.765802954364447, 0.7671754110443821, 0.7691388229249566, 0.770725823845115, 0.7716425789002769, 0.7732751100041488, 0.7744201213944373, 0.775466543626777, 0.7765278335741885, 0.777693459196841, 0.7772105702801545, 0.7767765582217643, 0.7785446880987803, 0.7790829824227457, 0.7791005043441372, 0.7800256726430846, 0.7793406833375597, 0.7792463855694748, 0.7807970184461265, 0.7807302862299232, 0.7825946097209844, 0.7825218224486763, 0.7843962254917117, 0.7844071103837077, 0.7838963732978165, 0.7861395089502072, 0.7872673839317774, 0.7876639853268675, 0.7861765563510754, 0.7871932024374069, 0.7891411150148098, 0.7889904515030656, 0.7918333693820335, 0.795258875243024, 0.7959162049567584, 0.7961842855546036, 0.7962032053709837, 0.7968991456144905, 0.7985962480659983, 0.7981616450162244, 0.7965526724130676, 0.7895278713646394, 0.7994531262632607, 0.8071126230751229, 0.4132758620689655]",0
